,Time (CET),Day-ahead Total Load Forecast [MW] - BZN|DE-LU,Actual Total Load [MW] - BZN|DE-LU,Imbalance [MW],Quarter
17008,27.06.2019 04:00 - 27.06.2019 04:15,43974.0,47240.0,3266.0,16
17009,27.06.2019 04:15 - 27.06.2019 04:30,44174.0,47303.0,3129.0,17
17010,27.06.2019 04:30 - 27.06.2019 04:45,44414.0,47223.0,2809.0,18
17011,27.06.2019 04:45 - 27.06.2019 05:00,44817.0,47359.0,2542.0,19
17012,27.06.2019 05:00 - 27.06.2019 05:15,45877.0,48431.0,2554.0,20
17013,27.06.2019 05:15 - 27.06.2019 05:30,46388.0,48758.0,2370.0,21
17014,27.06.2019 05:30 - 27.06.2019 05:45,47173.0,49762.0,2589.0,22
17015,27.06.2019 05:45 - 27.06.2019 06:00,48479.0,50917.0,2438.0,23
17016,27.06.2019 06:00 - 27.06.2019 06:15,51096.0,53724.0,2628.0,24
17017,27.06.2019 06:15 - 27.06.2019 06:30,53102.0,55636.0,2534.0,25
17018,27.06.2019 06:30 - 27.06.2019 06:45,54619.0,57108.0,2489.0,26
