"MTU (CET)","Generation - Solar  [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Solar  [MW] Intraday / BZN|DE-AT-LU","Generation - Solar  [MW] Current / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Wind Offshore  [MW] Intraday / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Wind Onshore  [MW] Intraday / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-AT-LU"
"30.07.2018 11:00 - 30.07.2018 11:15","22675","22252","8922","869","543","548","1653","1565","544"
"30.07.2018 11:15 - 30.07.2018 11:30","23371","22912","9161","827","486","438","1688","1629","532"
"30.07.2018 11:30 - 30.07.2018 11:45","23970","23470","9358","784","439","344","1729","1690","521"
"30.07.2018 11:45 - 30.07.2018 12:00","24500","23952","9413","746","387","288","1770","1747","514"
"30.07.2018 12:00 - 30.07.2018 12:15","24922","24349","9513","709","344","242","1815","1776","508"
"30.07.2018 12:15 - 30.07.2018 12:30","25204","24641","9649","682","323","176","1865","1807","505"
"30.07.2018 12:30 - 30.07.2018 12:45","25386","24829","9753","661","302","149","1909","1856","501"
"30.07.2018 12:45 - 30.07.2018 13:00","25518","24974","9790","638","281","114","1955","1855","496"
"30.07.2018 13:00 - 30.07.2018 13:15","25537","25017","9741","617","266","93","2004","1906","491"
"30.07.2018 13:15 - 30.07.2018 13:30","25476","24962","9736","591","256","76","2063","1931","485"
"30.07.2018 13:30 - 30.07.2018 13:45","25362","24841","9786","569","249","65","2124","1991","480"
"30.07.2018 13:45 - 30.07.2018 14:00","25187","24684","9642","548","243","49","2187","2048","478"
"30.07.2018 14:00 - 30.07.2018 14:15","24893","24427","9512","529","276","43","2238","1859","476"
"30.07.2018 14:15 - 30.07.2018 14:30","24510","24065","9331","503","280","43","2269","1880","476"
"30.07.2018 14:30 - 30.07.2018 14:45","24072","23665","9213","474","287","48","2301","1898","475"
"30.07.2018 14:45 - 30.07.2018 15:00","23561","23201","9042","450","294","42","2331","1919","476"
"30.07.2018 15:00 - 30.07.2018 15:15","22946","22628","8811","425","299","51","2358","1919","479"
"30.07.2018 15:15 - 30.07.2018 15:30","22221","21951","8618","410","307","50","2357","1948","484"
"30.07.2018 15:30 - 30.07.2018 15:45","21432","21210","8288","386","311","61","2369","1977","488"
"30.07.2018 15:45 - 30.07.2018 16:00","20595","20378","7880","372","319","72","2376","2010","495"
"30.07.2018 16:00 - 30.07.2018 16:15","19656","19427","7453","360","328","87","2379","2044","502"
"30.07.2018 16:15 - 30.07.2018 16:30","18618","18394","7060","346","337","126","2391","2092","511"
"30.07.2018 16:30 - 30.07.2018 16:45","17506","17284","6616","328","346","184","2407","2141","519"
"30.07.2018 16:45 - 30.07.2018 17:00","16333","16117","6183","316","358","229","2407","2178","518"
"30.07.2018 17:00 - 30.07.2018 17:15","15081","14871","5772","307","373","263","2403","2204","518"
"30.07.2018 17:15 - 30.07.2018 17:30","13740","13554","5340","300","384","263","2399","2243","510"
"30.07.2018 17:30 - 30.07.2018 17:45","12356","12201","4865","287","393","287","2400","2283","503"
"30.07.2018 17:45 - 30.07.2018 18:00","10956","10828","4386","280","401","341","2395","2322","495"
"30.07.2018 18:00 - 30.07.2018 18:15","9545","9436","3825","276","415","415","2407","2366","488"
"30.07.2018 18:15 - 30.07.2018 18:30","8159","8073","3304","273","426","509","2460","2413","478"
"30.07.2018 18:30 - 30.07.2018 18:45","6792","6729","2791","267","436","557","2519","2470","470"
"30.07.2018 18:45 - 30.07.2018 19:00","5483","5453","2294","267","447","604","2582","2533","463"
"30.07.2018 19:00 - 30.07.2018 19:15","4278","4273","1787","273","458","643","2654","2610","457"
"30.07.2018 19:15 - 30.07.2018 19:30","3259","3265","1396","283","470","697","2801","2742","452"
"30.07.2018 19:30 - 30.07.2018 19:45","2419","2433","1072","286","484","714","2956","2879","450"
"30.07.2018 19:45 - 30.07.2018 20:00","1757","1764","821","297","498","729","3089","3005","456"
"30.07.2018 20:00 - 30.07.2018 20:15","1213","1208","549","310","512","746","3244","3155","474"
"30.07.2018 20:15 - 30.07.2018 20:30","776","750","295","320","519","722","3557","3466","500"
"30.07.2018 20:30 - 30.07.2018 20:45","433","407","136","331","533","740","3879","3804","537"
"30.07.2018 20:45 - 30.07.2018 21:00","159","147","48","345","546","748","4172","4132","555"
"30.07.2018 21:00 - 30.07.2018 21:15","27","26","17","357","559","873","4462","4336","557"
"30.07.2018 21:15 - 30.07.2018 21:30","8","6","3","371","583","899","4827","4654","553"
"30.07.2018 21:30 - 30.07.2018 21:45","3","3","1","384","609","915","5216","4990","550"
"30.07.2018 21:45 - 30.07.2018 22:00","1","1","0","397","634","949","5616","5320","536"
"30.07.2018 22:00 - 30.07.2018 22:15","0","0","0","415","661","990","5981","5652","514"
"30.07.2018 22:15 - 30.07.2018 22:30","0","0","0","437","677","1162","6195","5918","490"
"30.07.2018 22:30 - 30.07.2018 22:45","0","0","0","457","691","1253","6409","6190","470"
"30.07.2018 22:45 - 30.07.2018 23:00","0","0","0","480","703","1413","6625","6471","465"
"30.07.2018 23:00 - 30.07.2018 23:15","0","0","0","496","724","1483","6823","6726","456"
"30.07.2018 23:15 - 30.07.2018 23:30","0","0","0","492","726","1529","6879","6845","452"
"30.07.2018 23:30 - 30.07.2018 23:45","0","0","0","488","735","1565","6933","6958","454"
"30.07.2018 23:45 - 31.07.2018 00:00","0","0","0","483","740","1592","6980","7063","456"
"31.07.2018 00:00 - 31.07.2018 00:15","0","0","0","891","1716","1569","7676","8330","419"
"31.07.2018 00:15 - 31.07.2018 00:30","0","0","0","901","1763","1618","7571","8307","425"
"31.07.2018 00:30 - 31.07.2018 00:45","0","0","0","911","1750","1608","7475","8462","434"
"31.07.2018 00:45 - 31.07.2018 01:00","0","0","0","916","1741","1610","7435","8576","442"
"31.07.2018 01:00 - 31.07.2018 01:15","0","0","0","922","1726","1598","7388","8630","452"
"31.07.2018 01:15 - 31.07.2018 01:30","0","0","0","920","1769","1646","7380","8627","464"
"31.07.2018 01:30 - 31.07.2018 01:45","0","0","0","915","1923","1803","7374","8512","477"
"31.07.2018 01:45 - 31.07.2018 02:00","0","0","0","912","1890","1772","7324","8480","494"
"31.07.2018 02:00 - 31.07.2018 02:15","0","0","0","910","1957","1843","7291","8552","497"
"31.07.2018 02:15 - 31.07.2018 02:30","0","0","0","880","2119","2009","7271","8147","502"
"31.07.2018 02:30 - 31.07.2018 02:45","0","0","0","854","1938","1833","7241","8095","508"
"31.07.2018 02:45 - 31.07.2018 03:00","0","0","0","827","1890","1789","7205","8038","519"
"31.07.2018 03:00 - 31.07.2018 03:15","0","0","0","793","1857","1760","7089","8015","532"
"31.07.2018 03:15 - 31.07.2018 03:30","0","0","0","759","1797","1702","6993","7756","547"
"31.07.2018 03:30 - 31.07.2018 03:45","0","0","0","723","1604","1510","6896","7744","562"
"31.07.2018 03:45 - 31.07.2018 04:00","0","0","0","688","1436","1344","6858","7748","581"
"31.07.2018 04:00 - 31.07.2018 04:15","0","0","0","651","1257","1166","6802","7665","604"
"31.07.2018 04:15 - 31.07.2018 04:30","0","0","0","601","1108","1019","6749","7520","628"
"31.07.2018 04:30 - 31.07.2018 04:45","0","0","0","556","1026","938","6696","7510","652"
"31.07.2018 04:45 - 31.07.2018 05:00","0","0","0","514","897","811","6642","7325","664"
"31.07.2018 05:00 - 31.07.2018 05:15","6","6","4","469","764","679","6600","7132","675"
"31.07.2018 05:15 - 31.07.2018 05:30","14","12","9","435","631","545","6555","6928","689"
"31.07.2018 05:30 - 31.07.2018 05:45","48","31","14","404","577","490","6491","6777","701"
"31.07.2018 05:45 - 31.07.2018 06:00","145","113","49","368","555","467","6432","6605","700"
"31.07.2018 06:00 - 31.07.2018 06:15","346","305","133","344","542","453","6345","6453","687"
"31.07.2018 06:15 - 31.07.2018 06:30","670","636","236","335","442","349","6018","6179","672"
"31.07.2018 06:30 - 31.07.2018 06:45","1107","1066","413","326","408","312","5698","5796","655"
"31.07.2018 06:45 - 31.07.2018 07:00","1738","1694","708","323","367","267","5391","5204","635"
"31.07.2018 07:00 - 31.07.2018 07:15","2631","2585","1103","315","325","221","5076","4551","610"
"31.07.2018 07:15 - 31.07.2018 07:30","3709","3635","1519","313","275","168","4680","4018","589"
"31.07.2018 07:30 - 31.07.2018 07:45","4934","4847","1946","304","242","132","4296","3572","571"
"31.07.2018 07:45 - 31.07.2018 08:00","6266","6178","2466","302","231","116","3797","3083","564"
"31.07.2018 08:00 - 31.07.2018 08:15","7731","7633","3002","302","226","100","3369","2609","565"
"31.07.2018 08:15 - 31.07.2018 08:30","9286","9168","3624","310","214","77","2958","2240","561"
"31.07.2018 08:30 - 31.07.2018 08:45","10872","10746","4191","317","204","67","2598","1919","558"
"31.07.2018 08:45 - 31.07.2018 09:00","12455","12314","4792","328","193","60","2475","1884","551"
"31.07.2018 09:00 - 31.07.2018 09:15","14025","13874","5375","340","190","58","2357","1820","545"
"31.07.2018 09:15 - 31.07.2018 09:30","15529","15373","5983","342","183","49","2429","1965","538"
"31.07.2018 09:30 - 31.07.2018 09:45","16946","16789","6449","351","179","45","2484","2094","531"
"31.07.2018 09:45 - 31.07.2018 10:00","18274","18120","6925","361","173","45","2451","2105","524"
"31.07.2018 10:00 - 31.07.2018 10:15","19427","19313","7422","366","174","41","2437","2119","516"
"31.07.2018 10:15 - 31.07.2018 10:30","20479","20380","7829","373","173","38","2479","2224","507"
"31.07.2018 10:30 - 31.07.2018 10:45","21450","21367","8220","381","176","47","2529","2305","499"
"31.07.2018 10:45 - 31.07.2018 11:00","22314","22272","8522","389","182","58","2576","2348","483"
"31.07.2018 11:00 - 31.07.2018 11:15","23045","23055","8809","394","184","73","2661","2393","471"
"31.07.2018 11:15 - 31.07.2018 11:30","23647","23719","9040","400","199","98","2850","2550","452"
"31.07.2018 11:30 - 31.07.2018 11:45","24160","24301","9220","411","210","107","3040","2707","434"
"31.07.2018 11:45 - 31.07.2018 12:00","24585","24780","9390","420","221","130","3237","2872","417"
"31.07.2018 12:00 - 31.07.2018 12:15","24905","25163","9530","443","244","160","3463","3019","402"
"31.07.2018 12:15 - 31.07.2018 12:30","25131","25438","9667","484","286","162","3694","3162","389"
"31.07.2018 12:30 - 31.07.2018 12:45","25268","25625","9773","529","325","193","3940","3320","377"
"31.07.2018 12:45 - 31.07.2018 13:00","25356","25730","9700","579","369","226","4192","3525","365"
"31.07.2018 13:00 - 31.07.2018 13:15","25310","25705","9645","631","398","240","4469","3733","356"
"31.07.2018 13:15 - 31.07.2018 13:30","25208","25601","9630","696","409","153","4745","3935","346"
"31.07.2018 13:30 - 31.07.2018 13:45","25046","25423","9561","762","419","305","5017","4131","337"
"31.07.2018 13:45 - 31.07.2018 14:00","24829","25180","9527","829","435","365","5303","4363","334"
"31.07.2018 14:00 - 31.07.2018 14:15","24489","24826","9303","885","514","305","5505","5096","330"
"31.07.2018 14:15 - 31.07.2018 14:30","24025","24353","9164","902","577","291","5549","5196","330"
"31.07.2018 14:30 - 31.07.2018 14:45","23512","23829","8975","927","640","274","5580","5297","330"
"31.07.2018 14:45 - 31.07.2018 15:00","22932","23245","8896","947","705","333","5611","5401","331"
"31.07.2018 15:00 - 31.07.2018 15:15","22262","22567","8675","871","703","361","5673","5575","334"
"31.07.2018 15:15 - 31.07.2018 15:30","21503","21799","8416","825","700","451","5627","5714","337"
"31.07.2018 15:30 - 31.07.2018 15:45","20689","20975","8040","776","706","483","5585","5846","341"
"31.07.2018 15:45 - 31.07.2018 16:00","19836","20104","7600","731","710","402","5549","5975","345"
"31.07.2018 16:00 - 31.07.2018 16:15","18895","19134","7474","689","711","354","5517","6110","350"
"31.07.2018 16:15 - 31.07.2018 16:30","17864","18076","6963","668","711","376","5518","6230","354"
"31.07.2018 16:30 - 31.07.2018 16:45","16765","16970","6580","646","707","306","5527","6347","359"
"31.07.2018 16:45 - 31.07.2018 17:00","15615","15803","6133","627","703","259","5525","6468","358"
"31.07.2018 17:00 - 31.07.2018 17:15","14396","14564","5614","629","742","230","5501","6497","360"
"31.07.2018 17:15 - 31.07.2018 17:30","13115","13260","5031","628","756","121","5454","6490","359"
"31.07.2018 17:30 - 31.07.2018 17:45","11799","11918","4563","625","778","113","5403","6470","359"
"31.07.2018 17:45 - 31.07.2018 18:00","10461","10557","4073","619","797","116","5355","6443","359"
"31.07.2018 18:00 - 31.07.2018 18:15","9110","9181","3569","618","833","125","5292","6373","360"
"31.07.2018 18:15 - 31.07.2018 18:30","7793","7843","3034","631","851","126","5296","6334","363"
"31.07.2018 18:30 - 31.07.2018 18:45","6491","6522","2592","638","868","144","5310","6314","368"
"31.07.2018 18:45 - 31.07.2018 19:00","5256","5271","2136","644","883","164","5335","6254","376"
"31.07.2018 19:00 - 31.07.2018 19:15","4110","4115","1684","656","897","179","5385","6225","390"
"31.07.2018 19:15 - 31.07.2018 19:30","3135","3131","1295","665","897","178","5528","6279","407"
"31.07.2018 19:30 - 31.07.2018 19:45","2331","2321","982","680","896","202","5667","6339","428"
"31.07.2018 19:45 - 31.07.2018 20:00","1686","1668","732","689","892","223","5731","6317","435"
"31.07.2018 20:00 - 31.07.2018 20:15","1133","1127","491","703","887","245","5771","6290","441"
"31.07.2018 20:15 - 31.07.2018 20:30","712","691","279","691","863","291","5816","6310","437"
"31.07.2018 20:30 - 31.07.2018 20:45","385","366","134","682","847","295","5863","6335","439"
"31.07.2018 20:45 - 31.07.2018 21:00","137","126","47","666","826","322","5968","6388","424"
"31.07.2018 21:00 - 31.07.2018 21:15","23","22","14","651","799","356","6088","6339","397"
"31.07.2018 21:15 - 31.07.2018 21:30","5","5","2","624","766","323","6382","6504","369"
"31.07.2018 21:30 - 31.07.2018 21:45","2","2","1","597","737","335","6698","6678","345"
"31.07.2018 21:45 - 31.07.2018 22:00","1","1","0","572","704","358","6856","6735","330"
"31.07.2018 22:00 - 31.07.2018 22:15","0","0","0","544","673","360","7016","6812","323"
"31.07.2018 22:15 - 31.07.2018 22:30","0","0","0","517","641","406","7120","6900","322"
"31.07.2018 22:30 - 31.07.2018 22:45","0","0","0","492","610","405","7221","6985","320"
"31.07.2018 22:45 - 31.07.2018 23:00","0","0","0","465","579","390","7275","7008","303"
"31.07.2018 23:00 - 31.07.2018 23:15","0","0","0","443","549","394","7295","6996","282"
"31.07.2018 23:15 - 31.07.2018 23:30","0","0","0","409","505","452","7136","6878","260"
"31.07.2018 23:30 - 31.07.2018 23:45","0","0","0","372","463","414","6986","6763","242"
"31.07.2018 23:45 - 01.08.2018 00:00","0","0","0","337","416","360","6839","6650","230"
"01.08.2018 00:00 - 01.08.2018 00:15","0","0","0","380","592","301","6729","8219","256"
"01.08.2018 00:15 - 01.08.2018 00:30","0","0","0","352","541","268","6575","8083","241"
"01.08.2018 00:30 - 01.08.2018 00:45","0","0","0","318","451","195","6431","7926","228"
"01.08.2018 00:45 - 01.08.2018 01:00","0","0","0","288","393","154","6307","7820","217"
"01.08.2018 01:00 - 01.08.2018 01:15","0","0","0","261","339","128","6206","7782","207"
"01.08.2018 01:15 - 01.08.2018 01:30","0","0","0","236","273","86","6060","7525","201"
"01.08.2018 01:30 - 01.08.2018 01:45","0","0","0","208","243","73","5923","7496","199"
"01.08.2018 01:45 - 01.08.2018 02:00","0","0","0","184","215","62","5787","7294","201"
"01.08.2018 02:00 - 01.08.2018 02:15","0","0","0","157","196","56","5654","7075","205"
"01.08.2018 02:15 - 01.08.2018 02:30","0","0","0","145","180","50","5532","6740","212"
"01.08.2018 02:30 - 01.08.2018 02:45","0","0","0","129","167","47","5417","6564","221"
"01.08.2018 02:45 - 01.08.2018 03:00","0","0","0","116","144","34","5305","6364","226"
"01.08.2018 03:00 - 01.08.2018 03:15","0","0","0","102","128","28","5071","6276","230"
"01.08.2018 03:15 - 01.08.2018 03:30","0","0","0","95","114","22","4959","6136","232"
"01.08.2018 03:30 - 01.08.2018 03:45","0","0","0","86","105","21","4856","6021","234"
"01.08.2018 03:45 - 01.08.2018 04:00","0","0","0","78","98","22","4754","5812","235"
"01.08.2018 04:00 - 01.08.2018 04:15","0","0","0","70","88","20","4663","5694","234"
"01.08.2018 04:15 - 01.08.2018 04:30","0","0","0","69","78","16","4607","5508","232"
"01.08.2018 04:30 - 01.08.2018 04:45","0","0","0","70","74","17","4557","5330","229"
"01.08.2018 04:45 - 01.08.2018 05:00","0","0","0","69","70","18","4520","5106","225"
"01.08.2018 05:00 - 01.08.2018 05:15","5","5","4","68","65","19","4486","4973","221"
"01.08.2018 05:15 - 01.08.2018 05:30","11","11","8","69","64","16","4406","4736","218"
"01.08.2018 05:30 - 01.08.2018 05:45","37","17","12","72","69","19","4331","4711","214"
"01.08.2018 05:45 - 01.08.2018 06:00","114","41","41","73","73","21","4263","4649","211"
"01.08.2018 06:00 - 01.08.2018 06:15","296","181","114","76","78","24","4236","4587","210"
"01.08.2018 06:15 - 01.08.2018 06:30","592","456","214","76","76","19","4058","4477","207"
"01.08.2018 06:30 - 01.08.2018 06:45","996","870","379","77","80","21","3878","4367","205"
"01.08.2018 06:45 - 01.08.2018 07:00","1549","1433","654","75","84","22","3684","4099","200"
"01.08.2018 07:00 - 01.08.2018 07:15","2311","2234","1016","73","82","17","3480","3811","191"
"01.08.2018 07:15 - 01.08.2018 07:30","3226","3138","1387","74","78","10","3272","3677","183"
"01.08.2018 07:30 - 01.08.2018 07:45","4265","4158","1769","78","81","9","3076","3422","176"
"01.08.2018 07:45 - 01.08.2018 08:00","5389","5304","2179","81","85","10","2884","3261","166"
"01.08.2018 08:00 - 01.08.2018 08:15","6639","6580","2607","83","87","8","2708","3092","162"
"01.08.2018 08:15 - 01.08.2018 08:30","7961","7932","3142","83","91","5","2542","2888","156"
"01.08.2018 08:30 - 01.08.2018 08:45","9325","9332","3699","81","96","4","2390","2748","150"
"01.08.2018 08:45 - 01.08.2018 09:00","10683","10746","4257","82","100","4","2278","2645","144"
"01.08.2018 09:00 - 01.08.2018 09:15","12049","12157","4815","81","105","4","2181","2544","138"
"01.08.2018 09:15 - 01.08.2018 09:30","13381","13540","5316","81","112","4","2147","2403","133"
"01.08.2018 09:30 - 01.08.2018 09:45","14666","14860","5908","82","118","4","2111","2306","128"
"01.08.2018 09:45 - 01.08.2018 10:00","15896","16104","6349","85","125","4","2118","2268","121"
"01.08.2018 10:00 - 01.08.2018 10:15","17101","17238","6896","86","130","3","2131","2271","112"
"01.08.2018 10:15 - 01.08.2018 10:30","18127","18302","7257","93","135","2","2119","2207","104"
"01.08.2018 10:30 - 01.08.2018 10:45","19087","19281","7604","100","139","2","2117","2104","97"
"01.08.2018 10:45 - 01.08.2018 11:00","19987","20183","7945","105","142","2","2122","2053","92"
"01.08.2018 11:00 - 01.08.2018 11:15","20786","20981","8320","110","144","2","2135","2046","88"
"01.08.2018 11:15 - 01.08.2018 11:30","21463","21681","8566","109","143","3","2147","2004","84"
"01.08.2018 11:30 - 01.08.2018 11:45","22062","22291","8799","109","140","3","2163","2000","81"
"01.08.2018 11:45 - 01.08.2018 12:00","22582","22818","9020","108","139","3","2175","2023","77"
"01.08.2018 12:00 - 01.08.2018 12:15","22996","23250","9240","106","137","3","2185","2036","75"
"01.08.2018 12:15 - 01.08.2018 12:30","23315","23591","9482","107","136","3","2182","2011","73"
"01.08.2018 12:30 - 01.08.2018 12:45","23523","23809","9603","106","137","3","2181","2037","71"
"01.08.2018 12:45 - 01.08.2018 13:00","23630","23912","9632","105","138","3","2180","2062","69"
"01.08.2018 13:00 - 01.08.2018 13:15","23611","23914","9566","107","138","4","2182","2079","68"
"01.08.2018 13:15 - 01.08.2018 13:30","23490","23831","9439","107","133","4","2188","2068","67"
"01.08.2018 13:30 - 01.08.2018 13:45","23311","23687","9393","109","129","4","2205","2067","67"
"01.08.2018 13:45 - 01.08.2018 14:00","23075","23484","9342","111","124","5","2221","2089","67"
"01.08.2018 14:00 - 01.08.2018 14:15","22732","23195","9246","112","128","6","2231","2131","67"
"01.08.2018 14:15 - 01.08.2018 14:30","22297","22816","9083","115","123","5","2256","2158","68"
"01.08.2018 14:30 - 01.08.2018 14:45","21789","22361","8936","117","118","6","2294","2189","71"
"01.08.2018 14:45 - 01.08.2018 15:00","21205","21824","8686","118","112","7","2349","2226","73"
"01.08.2018 15:00 - 01.08.2018 15:15","20540","21213","8320","119","107","7","2422","2254","76"
"01.08.2018 15:15 - 01.08.2018 15:30","19808","20518","8019","117","106","7","2510","2298","80"
"01.08.2018 15:30 - 01.08.2018 15:45","19016","19711","7677","112","103","4","2603","2350","84"
"01.08.2018 15:45 - 01.08.2018 16:00","18175","18833","7166","106","103","7","2701","2400","88"
"01.08.2018 16:00 - 01.08.2018 16:15","17244","17883","6839","102","103","7","2798","2462","91"
"01.08.2018 16:15 - 01.08.2018 16:30","16224","16847","6418","103","105","7","2920","2551","94"
"01.08.2018 16:30 - 01.08.2018 16:45","15147","15751","5970","104","105","6","3043","2643","99"
"01.08.2018 16:45 - 01.08.2018 17:00","14031","14604","5665","102","103","8","3164","2731","98"
"01.08.2018 17:00 - 01.08.2018 17:15","12879","13401","5241","102","104","9","3280","2811","97"
"01.08.2018 17:15 - 01.08.2018 17:30","11697","12142","4763","103","101","7","3350","2890","93"
"01.08.2018 17:30 - 01.08.2018 17:45","10493","10872","4346","102","100","9","3417","2972","92"
"01.08.2018 17:45 - 01.08.2018 18:00","9268","9582","3871","101","98","9","3489","3060","90"
"01.08.2018 18:00 - 01.08.2018 18:15","8045","8305","3372","103","96","10","3570","3167","101"
"01.08.2018 18:15 - 01.08.2018 18:30","6886","7078","2897","103","97","10","3683","3301","128"
"01.08.2018 18:30 - 01.08.2018 18:45","5765","5876","2409","102","97","11","3829","3464","181"
"01.08.2018 18:45 - 01.08.2018 19:00","4696","4754","1983","105","98","11","3956","3619","215"
"01.08.2018 19:00 - 01.08.2018 19:15","3690","3719","1508","107","100","12","4104","3788","249"
"01.08.2018 19:15 - 01.08.2018 19:30","2837","2812","1130","109","102","13","4220","3975","275"
"01.08.2018 19:30 - 01.08.2018 19:45","2108","2055","855","113","103","14","4357","4191","324"
"01.08.2018 19:45 - 01.08.2018 20:00","1517","1449","618","117","103","13","4444","4369","327"
"01.08.2018 20:00 - 01.08.2018 20:15","1027","906","396","121","105","14","4480","4508","289"
"01.08.2018 20:15 - 01.08.2018 20:30","642","509","218","122","106","13","4529","4674","222"
"01.08.2018 20:30 - 01.08.2018 20:45","340","257","100","122","106","14","4615","4881","185"
"01.08.2018 20:45 - 01.08.2018 21:00","120","89","33","123","107","16","4713","5101","159"
"01.08.2018 21:00 - 01.08.2018 21:15","21","20","12","124","108","17","4802","5212","137"
"01.08.2018 21:15 - 01.08.2018 21:30","5","5","2","127","111","14","4893","5385","116"
"01.08.2018 21:30 - 01.08.2018 21:45","3","3","1","129","114","17","5002","5574","105"
"01.08.2018 21:45 - 01.08.2018 22:00","1","1","0","132","118","19","5120","5756","94"
"01.08.2018 22:00 - 01.08.2018 22:15","0","0","0","133","122","20","5208","5906","84"
"01.08.2018 22:15 - 01.08.2018 22:30","0","0","0","134","127","23","5262","6000","71"
"01.08.2018 22:30 - 01.08.2018 22:45","0","0","0","136","131","27","5315","6098","63"
"01.08.2018 22:45 - 01.08.2018 23:00","0","0","0","138","133","33","5362","6187","60"
"01.08.2018 23:00 - 01.08.2018 23:15","0","0","0","139","138","37","5405","6245","58"
"01.08.2018 23:15 - 01.08.2018 23:30","0","0","0","138","137","44","5331","6185","57"
"01.08.2018 23:30 - 01.08.2018 23:45","0","0","0","138","136","49","5256","6128","58"
"01.08.2018 23:45 - 02.08.2018 00:00","0","0","0","138","136","51","5178","6059","60"
"02.08.2018 00:00 - 02.08.2018 00:15","0","0","0","104","118","49","6097","5146","109"
"02.08.2018 00:15 - 02.08.2018 00:30","0","0","0","102","122","57","5973","5009","115"
"02.08.2018 00:30 - 02.08.2018 00:45","0","0","0","101","123","61","5855","5058","127"
"02.08.2018 00:45 - 02.08.2018 01:00","0","0","0","99","121","65","5738","5009","127"
"02.08.2018 01:00 - 02.08.2018 01:15","0","0","0","102","115","63","5621","5053","111"
"02.08.2018 01:15 - 02.08.2018 01:30","0","0","0","98","111","63","5509","5009","98"
"02.08.2018 01:30 - 02.08.2018 01:45","0","0","0","90","109","65","5399","4945","86"
"02.08.2018 01:45 - 02.08.2018 02:00","0","0","0","84","107","67","5275","4826","74"
"02.08.2018 02:00 - 02.08.2018 02:15","0","0","0","81","108","70","5164","4915","68"
"02.08.2018 02:15 - 02.08.2018 02:30","0","0","0","83","123","83","5053","4915","64"
"02.08.2018 02:30 - 02.08.2018 02:45","0","0","0","86","119","76","4940","4885","60"
"02.08.2018 02:45 - 02.08.2018 03:00","0","0","0","90","122","77","4828","4737","58"
"02.08.2018 03:00 - 02.08.2018 03:15","0","0","0","94","125","77","4542","4693","58"
"02.08.2018 03:15 - 02.08.2018 03:30","0","0","0","97","126","77","4436","4516","59"
"02.08.2018 03:30 - 02.08.2018 03:45","0","0","0","98","127","76","4333","4295","61"
"02.08.2018 03:45 - 02.08.2018 04:00","0","0","0","103","129","76","4227","4121","62"
"02.08.2018 04:00 - 02.08.2018 04:15","0","0","0","107","125","70","4130","3960","62"
"02.08.2018 04:15 - 02.08.2018 04:30","0","0","0","110","111","55","4060","3851","63"
"02.08.2018 04:30 - 02.08.2018 04:45","0","0","0","110","112","55","3990","3711","63"
"02.08.2018 04:45 - 02.08.2018 05:00","0","0","0","110","115","57","3916","3604","62"
"02.08.2018 05:00 - 02.08.2018 05:15","4","4","3","111","120","61","3839","3615","60"
"02.08.2018 05:15 - 02.08.2018 05:30","10","9","6","110","117","60","3759","3645","59"
"02.08.2018 05:30 - 02.08.2018 05:45","32","18","10","107","115","60","3680","3695","60"
"02.08.2018 05:45 - 02.08.2018 06:00","108","58","33","103","115","62","3601","3651","60"
"02.08.2018 06:00 - 02.08.2018 06:15","285","205","101","99","117","66","3534","3647","63"
"02.08.2018 06:15 - 02.08.2018 06:30","576","472","203","98","118","70","3409","3676","66"
"02.08.2018 06:30 - 02.08.2018 06:45","975","824","365","96","113","68","3275","3803","69"
"02.08.2018 06:45 - 02.08.2018 07:00","1524","1312","629","93","112","69","3117","3840","70"
"02.08.2018 07:00 - 02.08.2018 07:15","2289","2019","974","89","113","73","2951","3845","67"
"02.08.2018 07:15 - 02.08.2018 07:30","3215","2852","1344","83","127","90","2762","3746","64"
"02.08.2018 07:30 - 02.08.2018 07:45","4273","3830","1750","79","123","89","2573","3712","62"
"02.08.2018 07:45 - 02.08.2018 08:00","5429","4898","2182","73","117","79","2399","3685","59"
"02.08.2018 08:00 - 02.08.2018 08:15","6724","6132","2677","70","115","73","2229","3622","56"
"02.08.2018 08:15 - 02.08.2018 08:30","8094","7390","3259","66","110","65","2105","3597","53"
"02.08.2018 08:30 - 02.08.2018 08:45","9510","8693","3823","68","107","62","1978","3556","50"
"02.08.2018 08:45 - 02.08.2018 09:00","10929","10012","4326","66","105","67","1863","3574","49"
"02.08.2018 09:00 - 02.08.2018 09:15","12363","11351","4892","65","102","83","1755","3630","51"
"02.08.2018 09:15 - 02.08.2018 09:30","13760","12661","5456","64","106","86","1729","3707","54"
"02.08.2018 09:30 - 02.08.2018 09:45","15111","13933","5957","59","108","89","1709","3777","57"
"02.08.2018 09:45 - 02.08.2018 10:00","16407","15160","6427","57","107","100","1710","3894","58"
"02.08.2018 10:00 - 02.08.2018 10:15","17753","16329","6861","56","110","105","1713","3992","58"
"02.08.2018 10:15 - 02.08.2018 10:30","18860","17447","7349","54","111","122","1718","4109","56"
