"MTU (CET)","Generation - Solar  [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Solar  [MW] Intraday / BZN|DE-AT-LU","Generation - Solar  [MW] Current / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Wind Offshore  [MW] Intraday / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Wind Onshore  [MW] Intraday / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-AT-LU"
"01.05.2018 14:30 - 01.05.2018 14:45","18157","N/A","","3629","3877","2408","27321","N/A","11341"
"01.05.2018 14:45 - 01.05.2018 15:00","17915","N/A","","3759","3988","2535","27165","N/A","11180"
"01.05.2018 15:00 - 01.05.2018 15:15","17552","N/A","","3880","4092","2581","26920","N/A","11084"
"01.05.2018 15:15 - 01.05.2018 15:30","17085","N/A","","3949","4167","2593","26438","N/A","10649"
"01.05.2018 15:30 - 01.05.2018 15:45","16490","N/A","","4025","4239","2655","25937","N/A","10417"
"01.05.2018 15:45 - 01.05.2018 16:00","15842","N/A","","4115","4313","2760","25440","N/A","10470"
"01.05.2018 16:00 - 01.05.2018 16:15","15131","N/A","","4193","4385","2882","24893","N/A","10240"
"01.05.2018 16:15 - 01.05.2018 16:30","14328","N/A","","4266","4445","2882","24256","N/A","10526"
"01.05.2018 16:30 - 01.05.2018 16:45","13454","N/A","","4340","4510","2973","23636","N/A","10475"
"01.05.2018 16:45 - 01.05.2018 17:00","12503","N/A","","4413","4583","3037","22951","N/A","10330"
"01.05.2018 17:00 - 01.05.2018 17:15","11483","N/A","","4547","4707","3077","22305","N/A","10260"
"01.05.2018 17:15 - 01.05.2018 17:30","10421","N/A","","4571","4691","3108","21539","N/A","10138"
"01.05.2018 17:30 - 01.05.2018 17:45","9306","N/A","","4600","4679","3086","20816","N/A","9775"
"01.05.2018 17:45 - 01.05.2018 18:00","8124","N/A","","4625","4667","3081","20051","N/A","9279"
"01.05.2018 18:00 - 01.05.2018 18:15","6935","N/A","","4643","4640","3188","19264","N/A","9130"
"01.05.2018 18:15 - 01.05.2018 18:30","5790","N/A","","4630","4592","3168","18457","N/A","8797"
"01.05.2018 18:30 - 01.05.2018 18:45","4675","N/A","","4618","4545","3157","17627","N/A","8569"
"01.05.2018 18:45 - 01.05.2018 19:00","3626","N/A","","4605","4495","3278","16783","N/A","8392"
"01.05.2018 19:00 - 01.05.2018 19:15","2696","N/A","","4587","4443","3339","15936","N/A","8010"
"01.05.2018 19:15 - 01.05.2018 19:30","1949","N/A","","4542","4386","3302","15082","N/A","7673"
"01.05.2018 19:30 - 01.05.2018 19:45","1350","N/A","","4507","4320","3349","14240","N/A","7188"
"01.05.2018 19:45 - 01.05.2018 20:00","837","N/A","","4468","4262","3331","13405","N/A","6679"
"01.05.2018 20:00 - 01.05.2018 20:15","460","N/A","","4433","4198","3245","12625","N/A","6178"
"01.05.2018 20:15 - 01.05.2018 20:30","210","N/A","","4395","4139","3189","12110","N/A","5756"
"01.05.2018 20:30 - 01.05.2018 20:45","70","N/A","","4354","4085","3180","11605","N/A","5323"
"01.05.2018 20:45 - 01.05.2018 21:00","15","N/A","","4314","4028","3101","11148","N/A","4871"
"01.05.2018 21:00 - 01.05.2018 21:15","1","N/A","","4284","3984","3014","10740","N/A","4681"
"01.05.2018 21:15 - 01.05.2018 21:30","0","N/A","","4283","3974","2982","10442","N/A","4560"
"01.05.2018 21:30 - 01.05.2018 21:45","0","N/A","","4281","3965","2983","10152","N/A","4350"
"01.05.2018 21:45 - 01.05.2018 22:00","0","N/A","","4281","3949","2924","9874","N/A","4267"
"01.05.2018 22:00 - 01.05.2018 22:15","0","N/A","","4278","3942","2826","9543","N/A","4106"
"01.05.2018 22:15 - 01.05.2018 22:30","0","N/A","","4275","3937","2814","9259","N/A","3943"
"01.05.2018 22:30 - 01.05.2018 22:45","0","N/A","","4266","3928","2789","8980","N/A","3712"
"01.05.2018 22:45 - 01.05.2018 23:00","0","N/A","","4259","3920","2747","8659","N/A","3696"
"01.05.2018 23:00 - 01.05.2018 23:15","0","N/A","","4246","3913","2757","8351","N/A","3697"
"01.05.2018 23:15 - 01.05.2018 23:30","0","N/A","","4248","3911","2725","8133","N/A","3673"
"01.05.2018 23:30 - 01.05.2018 23:45","0","N/A","","4254","3911","2738","7919","N/A","3612"
"01.05.2018 23:45 - 02.05.2018 00:00","0","N/A","","4263","3909","2724","7711","N/A","3524"
"02.05.2018 00:00 - 02.05.2018 00:15","0","N/A","","3479","3381","2711","6060","N/A","3285"
"02.05.2018 00:15 - 02.05.2018 00:30","0","N/A","","3496","3300","2633","5986","N/A","3103"
"02.05.2018 00:30 - 02.05.2018 00:45","0","N/A","","3516","3282","2619","5910","N/A","3030"
"02.05.2018 00:45 - 02.05.2018 01:00","0","N/A","","3539","3288","2633","5832","N/A","3026"
"02.05.2018 01:00 - 02.05.2018 01:15","0","N/A","","3553","3285","2635","5747","N/A","2935"
"02.05.2018 01:15 - 02.05.2018 01:30","0","N/A","","3560","3229","2585","5635","N/A","2731"
"02.05.2018 01:30 - 02.05.2018 01:45","0","N/A","","3567","3230","2594","5521","N/A","2633"
"02.05.2018 01:45 - 02.05.2018 02:00","0","N/A","","3575","3255","2621","5413","N/A","2891"
"02.05.2018 02:00 - 02.05.2018 02:15","0","N/A","","3580","3261","2630","5235","N/A","2906"
"02.05.2018 02:15 - 02.05.2018 02:30","0","N/A","","3545","3230","2616","5173","N/A","2980"
"02.05.2018 02:30 - 02.05.2018 02:45","0","N/A","","3516","3243","2645","5107","N/A","3036"
"02.05.2018 02:45 - 02.05.2018 03:00","0","N/A","","3485","3257","2676","5045","N/A","3026"
"02.05.2018 03:00 - 02.05.2018 03:15","0","N/A","","3448","3257","2695","4973","N/A","3053"
"02.05.2018 03:15 - 02.05.2018 03:30","0","N/A","","3410","3250","2714","4978","N/A","3078"
"02.05.2018 03:30 - 02.05.2018 03:45","0","N/A","","3378","3192","2683","4985","N/A","3096"
"02.05.2018 03:45 - 02.05.2018 04:00","0","N/A","","3343","3172","2689","4987","N/A","3143"
"02.05.2018 04:00 - 02.05.2018 04:15","0","N/A","","3303","3142","2685","5001","N/A","3243"
"02.05.2018 04:15 - 02.05.2018 04:30","0","N/A","","3245","3109","2678","5084","N/A","3425"
"02.05.2018 04:30 - 02.05.2018 04:45","0","N/A","","3191","3071","2666","5166","N/A","3647"
"02.05.2018 04:45 - 02.05.2018 05:00","0","N/A","","3141","3028","2648","5244","N/A","3861"
"02.05.2018 05:00 - 02.05.2018 05:15","0","N/A","","3089","2980","2617","5321","N/A","4100"
"02.05.2018 05:15 - 02.05.2018 05:30","2","N/A","","3033","2868","2531","5452","N/A","4333"
"02.05.2018 05:30 - 02.05.2018 05:45","8","N/A","","2975","2841","2530","5601","N/A","4487"
"02.05.2018 05:45 - 02.05.2018 06:00","40","N/A","","2917","2822","2536","5740","N/A","4670"
"02.05.2018 06:00 - 02.05.2018 06:15","184","N/A","","2867","2852","2590","5847","N/A","4942"
"02.05.2018 06:15 - 02.05.2018 06:30","423","N/A","","2834","2895","2650","5930","N/A","5025"
"02.05.2018 06:30 - 02.05.2018 06:45","781","N/A","","2806","2831","2603","6007","N/A","5110"
"02.05.2018 06:45 - 02.05.2018 07:00","1289","N/A","","2779","2780","2570","6086","N/A","4929"
"02.05.2018 07:00 - 02.05.2018 07:15","2026","N/A","","2752","2687","2496","6138","N/A","4962"
"02.05.2018 07:15 - 02.05.2018 07:30","2917","N/A","","2716","2615","2439","6119","N/A","4815"
"02.05.2018 07:30 - 02.05.2018 07:45","3937","N/A","","2692","2627","2466","6090","N/A","4700"
"02.05.2018 07:45 - 02.05.2018 08:00","5026","N/A","","2656","2617","2488","6082","N/A","4645"
"02.05.2018 08:00 - 02.05.2018 08:15","6212","N/A","","2622","2605","2485","6030","N/A","4427"
"02.05.2018 08:15 - 02.05.2018 08:30","7488","N/A","","2613","2605","2454","5770","N/A","3991"
"02.05.2018 08:30 - 02.05.2018 08:45","8788","N/A","","2604","2606","2496","5523","N/A","3621"
"02.05.2018 08:45 - 02.05.2018 09:00","10065","N/A","","2584","2612","2527","5289","N/A","3324"
"02.05.2018 09:00 - 02.05.2018 09:15","11313","N/A","","2581","2617","2528","5053","N/A","3061"
"02.05.2018 09:15 - 02.05.2018 09:30","12514","N/A","","2589","2627","2037","5049","N/A","3376"
"02.05.2018 09:30 - 02.05.2018 09:45","13647","N/A","","2597","2635","2031","5037","N/A","3298"
"02.05.2018 09:45 - 02.05.2018 10:00","14726","N/A","","2604","2647","2041","5024","N/A","3305"
"02.05.2018 10:00 - 02.05.2018 10:15","15739","N/A","","2610","2656","2086","5045","N/A","3256"
"02.05.2018 10:15 - 02.05.2018 10:30","16675","N/A","","2614","2675","1962","5163","N/A","3388"
"02.05.2018 10:30 - 02.05.2018 10:45","17537","N/A","","2618","2690","1947","5274","N/A","3381"
"02.05.2018 10:45 - 02.05.2018 11:00","18346","N/A","","2627","2714","1997","5371","N/A","3441"
"02.05.2018 11:00 - 02.05.2018 11:15","19021","N/A","","2628","2731","2075","5490","N/A","3522"
"02.05.2018 11:15 - 02.05.2018 11:30","19566","N/A","","2629","2749","2377","5668","N/A","3384"
"02.05.2018 11:30 - 02.05.2018 11:45","20059","N/A","","2624","2762","2480","5852","N/A","3610"
"02.05.2018 11:45 - 02.05.2018 12:00","20442","N/A","","2620","2780","2435","6037","N/A","4277"
"02.05.2018 12:00 - 02.05.2018 12:15","20712","N/A","","2613","2794","2474","6205","N/A","4711"
"02.05.2018 12:15 - 02.05.2018 12:30","20883","N/A","","2616","2799","2449","6332","N/A","5022"
"02.05.2018 12:30 - 02.05.2018 12:45","20963","N/A","","2618","2807","2472","6455","N/A","5064"
"02.05.2018 12:45 - 02.05.2018 13:00","20946","N/A","","2622","2816","2497","6581","N/A","5061"
"02.05.2018 13:00 - 02.05.2018 13:15","20803","N/A","","2628","2812","2403","6667","N/A","4871"
"02.05.2018 13:15 - 02.05.2018 13:30","20554","N/A","","2638","2798","1852","6736","N/A","5392"
"02.05.2018 13:30 - 02.05.2018 13:45","20247","N/A","","2645","2779","1920","6814","N/A","5052"
"02.05.2018 13:45 - 02.05.2018 14:00","19913","N/A","","2653","2758","2009","6899","N/A","4879"
"02.05.2018 14:00 - 02.05.2018 14:15","19485","N/A","","2653","2752","2042","6948","N/A","4890"
"02.05.2018 14:15 - 02.05.2018 14:30","19027","N/A","","2619","2710","2338","6846","N/A","4448"
"02.05.2018 14:30 - 02.05.2018 14:45","18492","N/A","","2589","2669","2243","6752","N/A","4087"
"02.05.2018 14:45 - 02.05.2018 15:00","17913","N/A","","2555","2628","2168","6665","N/A","3841"
"02.05.2018 15:00 - 02.05.2018 15:15","17268","N/A","","2519","2585","2085","6538","N/A","3744"
"02.05.2018 15:15 - 02.05.2018 15:30","16606","N/A","","2487","2554","2061","6457","N/A","3623"
"02.05.2018 15:30 - 02.05.2018 15:45","15863","N/A","","2459","2514","2146","6372","N/A","3520"
"02.05.2018 15:45 - 02.05.2018 16:00","15076","N/A","","2429","2483","2085","6288","N/A","3449"
"02.05.2018 16:00 - 02.05.2018 16:15","14226","N/A","","2396","2447","1996","6189","N/A","3262"
"02.05.2018 16:15 - 02.05.2018 16:30","13319","N/A","","2377","2417","2013","6060","N/A","3043"
"02.05.2018 16:30 - 02.05.2018 16:45","12384","N/A","","2353","2391","1972","5943","N/A","2889"
"02.05.2018 16:45 - 02.05.2018 17:00","11416","N/A","","2336","2360","1941","5788","N/A","2743"
"02.05.2018 17:00 - 02.05.2018 17:15","10400","N/A","","2315","2331","1883","5655","N/A","2732"
"02.05.2018 17:15 - 02.05.2018 17:30","9368","N/A","","2313","2301","1803","5558","N/A","2833"
"02.05.2018 17:30 - 02.05.2018 17:45","8323","N/A","","2315","2269","1775","5463","N/A","2893"
"02.05.2018 17:45 - 02.05.2018 18:00","7248","N/A","","2313","2238","1708","5385","N/A","2787"
"02.05.2018 18:00 - 02.05.2018 18:15","6183","N/A","","2321","2218","1711","5338","N/A","2675"
"02.05.2018 18:15 - 02.05.2018 18:30","5191","N/A","","2331","2228","1663","5296","N/A","2736"
"02.05.2018 18:30 - 02.05.2018 18:45","4238","N/A","","2337","2242","1658","5256","N/A","2726"
"02.05.2018 18:45 - 02.05.2018 19:00","3328","N/A","","2349","2251","1662","5214","N/A","2718"
"02.05.2018 19:00 - 02.05.2018 19:15","2502","N/A","","2358","2268","1663","5245","N/A","2647"
"02.05.2018 19:15 - 02.05.2018 19:30","1796","N/A","","2381","2309","1646","5373","N/A","2712"
"02.05.2018 19:30 - 02.05.2018 19:45","1232","N/A","","2401","2345","1731","5507","N/A","2698"
"02.05.2018 19:45 - 02.05.2018 20:00","759","N/A","","2427","2382","1761","5637","N/A","2652"
"02.05.2018 20:00 - 02.05.2018 20:15","423","N/A","","2455","2427","1799","5816","N/A","2433"
"02.05.2018 20:15 - 02.05.2018 20:30","205","N/A","","2504","2482","1912","6122","N/A","2440"
"02.05.2018 20:30 - 02.05.2018 20:45","71","N/A","","2546","2538","1941","6425","N/A","2454"
"02.05.2018 20:45 - 02.05.2018 21:00","15","N/A","","2591","2600","2034","6672","N/A","2504"
"02.05.2018 21:00 - 02.05.2018 21:15","1","N/A","","2632","2660","2108","6887","N/A","2638"
"02.05.2018 21:15 - 02.05.2018 21:30","0","N/A","","2675","2709","2143","7061","N/A","2706"
"02.05.2018 21:30 - 02.05.2018 21:45","0","N/A","","2730","2765","2232","7213","N/A","2855"
"02.05.2018 21:45 - 02.05.2018 22:00","0","N/A","","2777","2822","2277","7378","N/A","3049"
"02.05.2018 22:00 - 02.05.2018 22:15","0","N/A","","2825","2869","2403","7513","N/A","3215"
"02.05.2018 22:15 - 02.05.2018 22:30","0","N/A","","2888","2895","2384","7586","N/A","3416"
"02.05.2018 22:30 - 02.05.2018 22:45","0","N/A","","2938","2916","2441","7674","N/A","3565"
"02.05.2018 22:45 - 02.05.2018 23:00","0","N/A","","3003","2927","2568","7750","N/A","3618"
"02.05.2018 23:00 - 02.05.2018 23:15","0","N/A","","3047","2928","2560","7808","N/A","3666"
"02.05.2018 23:15 - 02.05.2018 23:30","0","N/A","","3030","2883","2486","7795","N/A","3748"
"02.05.2018 23:30 - 02.05.2018 23:45","0","N/A","","3011","2816","2485","7777","N/A","3900"
"02.05.2018 23:45 - 03.05.2018 00:00","0","N/A","","2991","2742","2465","7733","N/A","4145"
"03.05.2018 00:00 - 03.05.2018 00:15","0","N/A","","2502","2758","2415","7469","N/A","4223"
"03.05.2018 00:15 - 03.05.2018 00:30","0","N/A","","2500","2662","2343","7473","N/A","4373"
"03.05.2018 00:30 - 03.05.2018 00:45","0","N/A","","2496","2702","2391","7491","N/A","4370"
"03.05.2018 00:45 - 03.05.2018 01:00","0","N/A","","2483","2772","2470","7473","N/A","4308"
"03.05.2018 01:00 - 03.05.2018 01:15","0","N/A","","2447","2821","2557","7412","N/A","4144"
"03.05.2018 01:15 - 03.05.2018 01:30","0","N/A","","2417","2758","2506","7359","N/A","4099"
"03.05.2018 01:30 - 03.05.2018 01:45","0","N/A","","2396","2708","2463","7284","N/A","3998"
"03.05.2018 01:45 - 03.05.2018 02:00","0","N/A","","2367","2625","2388","7201","N/A","4120"
"03.05.2018 02:00 - 03.05.2018 02:15","0","N/A","","2338","2798","2569","7088","N/A","4267"
"03.05.2018 02:15 - 03.05.2018 02:30","0","N/A","","2306","2683","2471","6852","N/A","4420"
"03.05.2018 02:30 - 03.05.2018 02:45","0","N/A","","2277","2626","2415","6622","N/A","4369"
"03.05.2018 02:45 - 03.05.2018 03:00","0","N/A","","2240","2597","2387","6401","N/A","4399"
"03.05.2018 03:00 - 03.05.2018 03:15","0","N/A","","2208","2572","2364","6195","N/A","4374"
"03.05.2018 03:15 - 03.05.2018 03:30","0","N/A","","2178","2580","2374","6092","N/A","4100"
"03.05.2018 03:30 - 03.05.2018 03:45","0","N/A","","2147","2566","2363","5986","N/A","3849"
"03.05.2018 03:45 - 03.05.2018 04:00","0","N/A","","2114","2496","2296","5880","N/A","3757"
"03.05.2018 04:00 - 03.05.2018 04:15","0","N/A","","2085","2488","2290","5824","N/A","3674"
"03.05.2018 04:15 - 03.05.2018 04:30","0","N/A","","2066","2496","2299","5861","N/A","3635"
"03.05.2018 04:30 - 03.05.2018 04:45","0","N/A","","2046","2437","2240","5887","N/A","3673"
"03.05.2018 04:45 - 03.05.2018 05:00","0","N/A","","2023","2380","2183","5896","N/A","3657"
"03.05.2018 05:00 - 03.05.2018 05:15","1","N/A","","1987","2323","2131","5897","N/A","3830"
"03.05.2018 05:15 - 03.05.2018 05:30","2","N/A","","1966","2294","2120","5912","N/A","4015"
"03.05.2018 05:30 - 03.05.2018 05:45","10","N/A","","1941","2140","1984","5940","N/A","4313"
"03.05.2018 05:45 - 03.05.2018 06:00","52","N/A","","1913","1983","1845","5978","N/A","4493"
"03.05.2018 06:00 - 03.05.2018 06:15","184","N/A","","1870","1776","1657","6038","N/A","4627"
"03.05.2018 06:15 - 03.05.2018 06:30","404","N/A","","1826","1526","1429","6069","N/A","4852"
"03.05.2018 06:30 - 03.05.2018 06:45","721","N/A","","1776","1337","1254","6104","N/A","5019"
"03.05.2018 06:45 - 03.05.2018 07:00","1131","N/A","","1721","1161","1092","6142","N/A","5119"
"03.05.2018 07:00 - 03.05.2018 07:15","1699","N/A","","1665","1003","950","6185","N/A","4991"
"03.05.2018 07:15 - 03.05.2018 07:30","2423","N/A","","1605","815","771","6241","N/A","4680"
"03.05.2018 07:30 - 03.05.2018 07:45","3258","N/A","","1540","722","688","6299","N/A","4213"
"03.05.2018 07:45 - 03.05.2018 08:00","4122","N/A","","1477","657","588","6349","N/A","3785"
"03.05.2018 08:00 - 03.05.2018 08:15","5074","N/A","","1431","602","517","6398","N/A","3328"
"03.05.2018 08:15 - 03.05.2018 08:30","6102","N/A","","1341","597","442","6403","N/A","3011"
"03.05.2018 08:30 - 03.05.2018 08:45","7174","N/A","","1260","596","429","6413","N/A","2754"
"03.05.2018 08:45 - 03.05.2018 09:00","8267","N/A","","1171","595","424","6408","N/A","2675"
"03.05.2018 09:00 - 03.05.2018 09:15","9364","N/A","","1097","600","444","6330","N/A","2547"
"03.05.2018 09:15 - 03.05.2018 09:30","10445","N/A","","1055","620","417","6333","N/A","2496"
"03.05.2018 09:30 - 03.05.2018 09:45","11502","N/A","","1010","641","440","6317","N/A","2303"
"03.05.2018 09:45 - 03.05.2018 10:00","12504","N/A","","960","664","452","6303","N/A","2118"
"03.05.2018 10:00 - 03.05.2018 10:15","13471","N/A","","929","683","474","6302","N/A","1992"
"03.05.2018 10:15 - 03.05.2018 10:30","14405","N/A","","909","716","486","6287","N/A","1998"
"03.05.2018 10:30 - 03.05.2018 10:45","15299","N/A","","876","751","515","6276","N/A","2033"
"03.05.2018 10:45 - 03.05.2018 11:00","16140","N/A","","860","783","563","6251","N/A","2087"
"03.05.2018 11:00 - 03.05.2018 11:15","16917","N/A","","845","814","634","6276","N/A","2060"
"03.05.2018 11:15 - 03.05.2018 11:30","17599","N/A","","881","848","663","6357","N/A","2049"
"03.05.2018 11:30 - 03.05.2018 11:45","18241","N/A","","923","883","751","6441","N/A","2171"
"03.05.2018 11:45 - 03.05.2018 12:00","18771","N/A","","967","917","797","6532","N/A","2410"
"03.05.2018 12:00 - 03.05.2018 12:15","19210","N/A","","1015","954","810","6650","N/A","2512"
"03.05.2018 12:15 - 03.05.2018 12:30","19557","N/A","","1070","1005","810","6776","N/A","2510"
"03.05.2018 12:30 - 03.05.2018 12:45","19805","N/A","","1116","1058","823","6901","N/A","2660"
"03.05.2018 12:45 - 03.05.2018 13:00","19972","N/A","","1174","1108","883","7016","N/A","2861"
"03.05.2018 13:00 - 03.05.2018 13:15","20026","N/A","","1235","1159","957","7132","N/A","2939"
"03.05.2018 13:15 - 03.05.2018 13:30","19995","N/A","","1292","1194","999","7243","N/A","2799"
"03.05.2018 13:30 - 03.05.2018 13:45","19888","N/A","","1349","1228","1030","7367","N/A","3002"
"03.05.2018 13:45 - 03.05.2018 14:00","19735","N/A","","1408","1264","1061","7481","N/A","3033"
"03.05.2018 14:00 - 03.05.2018 14:15","19494","N/A","","1463","1297","1084","7558","N/A","3131"
"03.05.2018 14:15 - 03.05.2018 14:30","19184","N/A","","1474","1273","1027","7581","N/A","3076"
"03.05.2018 14:30 - 03.05.2018 14:45","18807","N/A","","1478","1243","975","7628","N/A","2930"
"03.05.2018 14:45 - 03.05.2018 15:00","18362","N/A","","1490","1214","884","7668","N/A","2947"
"03.05.2018 15:00 - 03.05.2018 15:15","17824","N/A","","1495","1184","784","7706","N/A","2838"
"03.05.2018 15:15 - 03.05.2018 15:30","17206","N/A","","1493","1150","646","7731","N/A","2873"
"03.05.2018 15:30 - 03.05.2018 15:45","16517","N/A","","1492","1112","557","7750","N/A","2847"
"03.05.2018 15:45 - 03.05.2018 16:00","15782","N/A","","1489","1076","487","7763","N/A","2825"
"03.05.2018 16:00 - 03.05.2018 16:15","14965","N/A","","1478","1039","456","7764","N/A","2830"
"03.05.2018 16:15 - 03.05.2018 16:30","14041","N/A","","1461","1003","380","7753","N/A","2888"
"03.05.2018 16:30 - 03.05.2018 16:45","13073","N/A","","1444","963","348","7746","N/A","2780"
"03.05.2018 16:45 - 03.05.2018 17:00","12073","N/A","","1427","925","318","7731","N/A","2737"
"03.05.2018 17:00 - 03.05.2018 17:15","11024","N/A","","1406","894","296","7708","N/A","2642"
"03.05.2018 17:15 - 03.05.2018 17:30","9950","N/A","","1375","842","259","7636","N/A","2594"
"03.05.2018 17:30 - 03.05.2018 17:45","8828","N/A","","1339","798","229","7582","N/A","2472"
"03.05.2018 17:45 - 03.05.2018 18:00","7673","N/A","","1303","750","213","7533","N/A","2375"
"03.05.2018 18:00 - 03.05.2018 18:15","6527","N/A","","1267","702","189","7493","N/A","2345"
"03.05.2018 18:15 - 03.05.2018 18:30","5447","N/A","","1221","657","151","7464","N/A","2257"
"03.05.2018 18:30 - 03.05.2018 18:45","4408","N/A","","1174","604","131","7438","N/A","2274"
"03.05.2018 18:45 - 03.05.2018 19:00","3451","N/A","","1128","556","123","7412","N/A","2252"
"03.05.2018 19:00 - 03.05.2018 19:15","2583","N/A","","1078","505","118","7393","N/A","2286"
"03.05.2018 19:15 - 03.05.2018 19:30","1889","N/A","","1014","462","90","7404","N/A","2284"
"03.05.2018 19:30 - 03.05.2018 19:45","1321","N/A","","955","419","84","7414","N/A","2270"
